RepRapFirmware height map file v2 generated at 2025-04-06 15:05, min error -0.064, max error 0.279, mean 0.023, deviation 0.067
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-140.00,140.00,-90.00,90.00,-1.00,20.00,30.00,15,7
 -0.028, -0.014,  0.006,  0.026,  0.048,  0.069,  0.091,  0.106,  0.126,  0.146,  0.166,  0.185,  0.212,  0.241,  0.279
 -0.058, -0.043, -0.026, -0.007,  0.013,  0.032,  0.050,  0.062,  0.069,  0.082,  0.095,  0.112,  0.131,  0.155,  0.186
 -0.064, -0.052, -0.037, -0.021, -0.001,  0.013,  0.023,  0.033,  0.034,  0.040,  0.049,  0.060,  0.073,  0.091,  0.110
 -0.060, -0.053, -0.042, -0.031, -0.019, -0.010, -0.002,  0.002, -0.000, -0.003,  0.002,  0.005,  0.010,  0.021,  0.036
 -0.035, -0.033, -0.025, -0.021, -0.012, -0.007, -0.005, -0.005, -0.010, -0.015, -0.019, -0.021, -0.021, -0.014, -0.005
  0.007,  0.002, -0.001, -0.002, -0.000, -0.000, -0.003, -0.010, -0.018, -0.028, -0.036, -0.042, -0.044, -0.040, -0.032
  0.072,  0.059,  0.048,  0.040,  0.036,  0.031,  0.024,  0.015,  0.001, -0.011, -0.021, -0.027, -0.033, -0.026, -0.018
